————————————————————————	201909	0.0	3.9461911905917626	0.014943509369584747
GameStop	201911	0.0	3.8324445702049323	2.7696992878507865
Enjoying	202003	0.0	3.763203449381998	0.42605263802884563
DAILY	201909	0.0	3.3994787955958823	0.263458735636784
hola	202002	0.0	3.2789909761750096	2.2855829960780087
tnx	201909	0.0	3.2256987650816544	0.18356554798122077
1m	201909	0.0	3.10172848168067	0.46270107337726174
ocean	201906	0.0	3.029357319614865	0.2611927789804846
FROM	202003	0.0	3.0271813230008147	0.4402725686400645
reward	202003	0.0	2.9485440835800736	2.0404623868057565
ohhh	202002	0.0	2.7808778377803867	2.5479056609426207
Star	201912	0.0	2.7763518649804433	0.25157842072296704
shouting	202003	0.0	2.753976640903833	0.3715648239496751
lool	202003	0.0	2.7485028871828847	3.352505076530659
unlock	202003	0.0	2.705175442811851	0.9712341895041421
skins	201910	0.0	2.697698236756297	0.31942039551189233
Easy	202002	0.0	2.6943352392086384	2.741182849968857
Sounds	201908	0.0	2.688251956862364	1.0559366771926662
Die	202003	0.0	2.6841095585898147	0.974867834186026
site	202001	0.0	2.653619620615236	0.8761699852547385
un	202002	0.0	2.63682891455449	1.0671578804977095
AYAYAYA	202002	0.0	2.6065594042818505	1.6668089275360436
NOOBS	202002	0.0	2.5889512252984725	1.5589581745947405
Omg	202001	0.0	2.5871889265896417	2.695847016807272
immortals	202001	0.0	2.5611201747482553	0.5576198147472555
ARCANA	202001	0.0	2.511172617563309	2.166273804919072
Immortal	201907	0.0	2.481744168919282	0.04380971624298039
ahhh	201912	0.0	2.4785700858520876	0.864901059553027
Eu	202003	0.0	2.4760535684756437	2.065793849275929
highlight	201906	0.0	2.457532101634024	0.3129946683697091
levels	201909	0.0	2.4480922364126583	1.1930412620498463
Great	202001	0.0	2.4467774703376977	2.461891635012161
Jack	202002	0.0	2.4120475080664163	1.2116877240273394
opened	202002	0.0	2.405860978641986	0.6342227234149511
IMMORTAL	202003	0.0	2.3990379892966063	2.1513105042171525
blessing	201906	0.0	2.399016436011018	1.7078262627616005
works	202003	0.0	2.376900505101673	1.2840401992564163
Save	202003	0.0	2.3639326673791796	1.2920612290152238
BSJ	202003	0.0	2.352190155436291	0.2520081123771499
candy	201909	0.0	2.3515646740360836	0.2625849260590277
rolled	201909	0.0	2.3136304034091015	0.47255840188501513
ohh	202001	0.0	2.2918920776794263	1.271670112733427
knife	201909	0.0	2.276981127050456	0.6579930009705885
minor	202003	0.0	2.2732572952210335	0.48462380219953016
free	202003	0.0	2.2309082784220435	1.4515268505102994
Our	201906	0.0	2.226136637876758	0.8687436005728053
Abed	202001	0.0	2.2260557476117437	0.6528580675507025
trent	201911	0.0	2.2215862034374148	1.9853812752271682
Limmp	201909	0.0	2.2047052670775993	0.16661673682545908
driver	202003	0.0	2.2006153307926577	0.6168819342610758
DIVINE	202003	0.0	2.1976313315544775	0.9808403215790773
shiet	202003	0.0	2.1767824331567605	0.4625905262343216
giveaway	201909	0.0	2.159122485028886	0.23252596254678687
gear	202002	0.0	2.1566719374714642	2.31779137818296
Wow	201912	0.0	2.1234435414338577	1.2234307622087048
deposit	202003	0.0	2.121460799495372	0.779171272879368
accept	202003	0.0	2.1128373663805613	0.061535708684260525
skiter	202003	0.0	2.1097892614878493	1.446170340911096
chaos	202002	0.0	2.1074299282985924	1.295161692676427
worthless	201906	0.0	2.0995352029628562	0.5597373571433776
impressive	202003	0.0	2.097587415611333	1.6125825687360478
arcana	201908	0.0	2.0950905113964735	0.8271567583618342
royal	201906	0.0	2.0884993117521784	0.5939043539643818
kappa	202002	0.0	2.0867894559308247	1.2441397558420202
INTERVIEW	202003	0.0	2.069660960616416	0.8863570277252479
add	202003	0.0	2.0431916903862453	0.7618133932298279
world's	202001	0.0	2.037604407156358	0.20625965889006426
Rae	202003	0.0	2.0368260778709883	0.24852284342736508
100k	201908	0.0	2.0333170395709317	0.8817705771309455
reading	202003	0.0	2.0245373085985774	0.535592218829527
drops	202003	0.0	2.023167110555374	0.8344554879778141
Legends	202003	0.0	2.016615334592705	1.6397617564871578
po	201909	0.0	2.004343967456517	0.4150967184367921
k1	202003	0.0	2.0018398920266343	2.041504138439541
Here	202003	0.0	1.9852664945137148	1.2828036654553883
syndPls	202003	0.0	1.979077815423132	0.3961202792599631
Xcalibur	202003	0.0	1.9769877947362158	0.23406900773496886
Lmao	201912	0.0	1.965480947777686	0.6728645700248056
unique	202003	0.0	1.9620349376311168	2.205892379770248
para	202002	0.0	1.9524748429970815	0.5672644079471942
9K	202003	0.0	1.9280644720402114	0.3285287862203169
ramzes	202001	0.0	1.884503857662902	0.6691648009303887
😆	202001	0.0	1.882404362185106	1.0667432417904275
Jenkins	202003	0.0	1.8723829868586148	0.41305009596290027
oo	202003	0.0	1.8682574471110196	1.263417637299483
CALM	202003	0.0	1.864096432323223	1.1011070724193757
lvls	201909	0.0	1.8541616950031774	1.476071321919104
recommend	201906	0.0	1.8448048512219253	0.13657672728830325
managed	202002	0.0	1.8349787362916983	1.3428687277457336
announce	201910	0.0	1.8287283357636324	0.29680832278720065
Might	201909	0.0	1.8252697432224894	1.1508048401229516
pass	201908	0.0	1.8063428999076072	0.00814871936451901
chocolate	201908	0.0	1.8029243113427484	0.1564911116147439
Arcana	201907	0.0	1.7829273910758023	0.5699181364603318
dota2	202003	0.0	1.775959938266697	0.7325169899129721
HOME	202003	0.0	1.772268224511522	1.4246695943967174
😍	202003	0.0	1.7702122943561367	1.9472299856947715
daily	202002	0.0	1.7590637947080292	0.4991264481705129
raerREE	202003	0.0	1.7572266050674072	0.4109907323656307
DING	201909	0.0	1.7443817217675708	1.9384938863636996
key	202003	0.0	1.7219812127246876	0.411827713003082
SCHOOL	202003	0.0	1.7123207506103357	0.210953192417194
winnable	202002	0.0	1.7086629991278923	1.4593292809059997
pm	202002	0.0	1.699695666870931	1.427962597798296
First	202002	0.0	1.6984515188790383	2.029380579874461
200k	201907	0.0	1.68451165046532	0.38799681414480225
bro	202003	0.0	1.6774793325021848	0.4058577228173031
EHEHE	202001	0.0	1.6744124445655237	0.6891739273135338
2019	202002	0.0	1.670851571588605	1.497355933698441
opening	202003	0.0	1.6641244474016914	1.7742068178174693
rubik	202002	0.0	1.6640309800817683	0.020382403280912176
bulldogs	202003	0.0	1.6530816487833295	0.2911659872125393
battle	201906	0.0	1.6509500401091068	0.03858895511402655
ten	202003	0.0	1.6335715585442456	1.429858374907461
TheThing	201907	0.0	1.625052863815006	0.008140247804151318
gorgcW	201909	0.0	1.6178743114265404	0.16640140057437403
double	201910	0.0	1.6062729727208855	1.1281418626060153
entered	201908	0.0	1.5993413394962763	0.12696179775673913
Mega	202002	0.0	1.5794815642607427	0.7909603666866152
RESO	202001	0.0	1.5773313512556701	2.2195284035719576
ayayaJAM	201906	0.0	1.5647429587079404	0.1534976506915275
ty	202002	0.0	1.5588827067044986	0.5385171174331804
IDK	202002	0.0	1.5554099336522134	0.9553367975245277
Every	202003	0.0	1.552424184190558	0.38003909682841497
KISS	202003	0.0	1.5479774083689	0.6072591541376582
wheel	201908	0.0	1.544983453432733	0.17192477877709747
FUCKED	202003	0.0	1.5372327145999363	0.536595679951802
struggling	201906	0.0	1.5354119741588772	0.10568698988157282
requests	201909	0.0	1.5254784676621025	0.1532448284272418
breaks	201906	0.0	1.5213537855655208	0.15311320575652965
exclusive	202003	0.0	1.5198944967048973	0.16535252281912624
th1rte3nrob	202001	0.0	1.5083679385417676	0.3348267750755981
Points	202003	0.0	1.5051165978413894	0.04976886801691932
STAY	202003	0.0	1.4967659728362057	1.7201924326170162
forev	202003	0.0	1.489352370880024	0.5014836970988413
shitty	202002	0.0	1.4781777392743036	0.6949729286596508
predicted	202003	0.0	1.471858569530262	0.24254577782098113
EVIL	201911	0.0	1.4672335513271055	0.5887790802586014
cock	202002	0.0	1.4563706055990793	0.17128194636490038
spirits	202003	0.0	1.4562001852973245	0.06723267087492855
10m	202001	0.0	1.4444037085545016	0.3957958058037272
actively	202003	0.0	1.4355208402368502	1.3591441241737334
STAR	201907	0.0	1.4337804029696253	0.9110809250365753
excuse	202003	0.0	1.4284948321261224	0.9201771220159766
reso	202003	0.0	1.4252299649923537	2.4753263733647297
hilarious	202001	0.0	1.4112098671892568	0.3085467232363556
escape	202003	0.0	1.4097314144309565	0.13244723879250403
POST	202003	0.0	1.4086987553819394	0.5424786840842606
EE's	201907	0.0	1.4040736823664814	0.24442656530778664
Visit	202001	0.0	1.3975420381106907	0.7865210917876159
ANCIENT	202003	0.0	1.3911038724961386	1.7782899598083772
Thank	202003	0.0	1.3902073245127877	0.2151035509038496
✊	201907	0.0	1.3894180434941168	0.21394156314431229
CHANGE	202003	0.0	1.3887533105764107	0.1706911357662112
schedule	202002	0.0	1.3824002849533559	1.442920791406524
DEEP	202003	0.0	1.3822783607532363	1.3685026165274934
4-0	201906	0.0	1.3801424430541747	0.189307408423142
Esports	202002	0.0	1.377398809952504	1.017578856230013
goat	201906	0.0	1.3728934879723609	0.2510251581964705
pidas	201911	0.0	1.3692402482683481	0.8259509977490213
raerGASM	202003	0.0	1.3616511142253298	0.276943143192836
dig	201906	0.0	1.359265400155115	0.8220002483308092
ta	202002	0.0	1.3562066167696691	0.07585648481128626
immortal	202003	0.0	1.3559483932796341	0.7235624208355157
expect	202001	0.0	1.35525067476767	0.8397567281203812
mirror	201906	0.0	1.3494466753763033	0.10181823933469174
treasure	202003	0.0	1.348825460713131	0.5194660866670765
TOOK	202003	0.0	1.3476011751519483	1.264490812124778
Dude	202002	0.0	1.3454929645718314	1.7583212270849102
PARTY	202003	0.0	1.344440850406274	0.22906543676359167
send	201910	0.0	1.3442290982284752	0.36594857682350834
fallen	201907	0.0	1.3434231689690477	1.047455727808202
Name	202003	0.0	1.3411304630064247	0.24259031135067147
INVITE	202003	0.0	1.3382719375901193	1.3901488253654868
Fake	202003	0.0	1.3278447393865211	1.1929183544917843
DRUNK	202002	0.0	1.3274661406078978	1.3279482945687104
