0	j4	1.3359116315841675
1	imp	1.2548371851444244
2	Razor	1.2172354757785797
3	Flash	1.1913371682167053
4	Vladimir	1.1632757633924484
5	leo	1.1603010892868042
6	RP	1.142247959971428
7	JG	1.137817144393921
8	stalker	1.1294555515050888
9	avg	1.128171220421791
10	Pick	1.0955036506056786
11	machete	1.0954954400658607
12	Chrono	1.0866313502192497
13	mc	1.075492911040783
14	eve	1.0749230235815048
15	infamous	1.0695098862051964
16	honor	1.0629116222262383
17	haunt	1.054281409829855
18	blank	1.047178614884615
19	Frozen	1.0410672202706337
20	All	1.0408624708652496
21	snap	1.0374426543712616
22	glory	1.0345687568187714
23	razor	1.0294267442077398
24	Mastery	1.0276148598641157
25	Already	1.0163235664367676
26	Fear	1.009719711728394
27	EE	1.0031618752982467
28	grant	0.9874699879437685
29	Random	0.9867863031104207
30	rs	0.9860812621191144
31	tipped	0.9847520384937525
32	Hannah	0.983395067974925
33	khan	0.9817586988210678
34	blessing	0.9809078816324472
35	Pinoy	0.9806577451527119
36	¯\_(ツ)_/¯	0.9790260270237923
37	tim	0.9748614579439163
38	mail	0.9747754875570536
39	clock	0.9737286437302828
40	forge	0.9682589434087276
41	acceptable	0.965908944606781
42	cent	0.9598062038421631
43	ana	0.9540982469916344
44	boat	0.9531242288649082
45	Daddy	0.9403463304042816
46	Sword	0.9398017078638077
47	brand	0.9384803287684917
48	v2	0.9359068125486374
49	grim	0.9288812354207039
