name,id,src
PurpleStar,624501,https://static-cdn.jtvnw.net/emoticons/v1/624501/1.0
RaccAttack,114870,https://static-cdn.jtvnw.net/emoticons/v1/114870/1.0
RalpherZ,1900,https://static-cdn.jtvnw.net/emoticons/v1/1900/1.0
RedCoat,22,https://static-cdn.jtvnw.net/emoticons/v1/22/1.0
RedTeam,530888,https://static-cdn.jtvnw.net/emoticons/v1/530888/1.0
ResidentSleeper,245,https://static-cdn.jtvnw.net/emoticons/v1/245/1.0
RitzMitz,4338,https://static-cdn.jtvnw.net/emoticons/v1/4338/1.0
RlyTho,134256,https://static-cdn.jtvnw.net/emoticons/v1/134256/1.0
RuleFive,107030,https://static-cdn.jtvnw.net/emoticons/v1/107030/1.0
SMOrc,52,https://static-cdn.jtvnw.net/emoticons/v1/52/1.0
SSSsss,46,https://static-cdn.jtvnw.net/emoticons/v1/46/1.0
SabaPing,160402,https://static-cdn.jtvnw.net/emoticons/v1/160402/1.0
SeemsGood,64138,https://static-cdn.jtvnw.net/emoticons/v1/64138/1.0
SeriousSloth,81249,https://static-cdn.jtvnw.net/emoticons/v1/81249/1.0
ShadyLulu,52492,https://static-cdn.jtvnw.net/emoticons/v1/52492/1.0
ShazBotstix,87,https://static-cdn.jtvnw.net/emoticons/v1/87/1.0
ShowOfHands,303564554,https://static-cdn.jtvnw.net/emoticons/v1/303564554/1.0
SingsMic,300116349,https://static-cdn.jtvnw.net/emoticons/v1/300116349/1.0
SingsNote,300116350,https://static-cdn.jtvnw.net/emoticons/v1/300116350/1.0
SmoocherZ,89945,https://static-cdn.jtvnw.net/emoticons/v1/89945/1.0
SoBayed,1906,https://static-cdn.jtvnw.net/emoticons/v1/1906/1.0
SoonerLater,2113050,https://static-cdn.jtvnw.net/emoticons/v1/2113050/1.0
Squid1,191762,https://static-cdn.jtvnw.net/emoticons/v1/191762/1.0
Squid2,191763,https://static-cdn.jtvnw.net/emoticons/v1/191763/1.0
Squid3,191764,https://static-cdn.jtvnw.net/emoticons/v1/191764/1.0
Squid4,191767,https://static-cdn.jtvnw.net/emoticons/v1/191767/1.0
StinkyCheese,90076,https://static-cdn.jtvnw.net/emoticons/v1/90076/1.0
StinkyGlitch,304486324,https://static-cdn.jtvnw.net/emoticons/v1/304486324/1.0
StoneLightning,17,https://static-cdn.jtvnw.net/emoticons/v1/17/1.0
StrawBeary,114876,https://static-cdn.jtvnw.net/emoticons/v1/114876/1.0
SuperVinlin,118772,https://static-cdn.jtvnw.net/emoticons/v1/118772/1.0
SwiftRage,34,https://static-cdn.jtvnw.net/emoticons/v1/34/1.0
TBAngel,143490,https://static-cdn.jtvnw.net/emoticons/v1/143490/1.0
TF2John,1899,https://static-cdn.jtvnw.net/emoticons/v1/1899/1.0
TPFufun,508650,https://static-cdn.jtvnw.net/emoticons/v1/508650/1.0
TPcrunchyroll,323914,https://static-cdn.jtvnw.net/emoticons/v1/323914/1.0
TTours,38436,https://static-cdn.jtvnw.net/emoticons/v1/38436/1.0
TakeNRG,112292,https://static-cdn.jtvnw.net/emoticons/v1/112292/1.0
TearGlove,160403,https://static-cdn.jtvnw.net/emoticons/v1/160403/1.0
TehePelo,160404,https://static-cdn.jtvnw.net/emoticons/v1/160404/1.0
ThankEgg,160392,https://static-cdn.jtvnw.net/emoticons/v1/160392/1.0
TheIlluminati,145315,https://static-cdn.jtvnw.net/emoticons/v1/145315/1.0
TheRinger,18,https://static-cdn.jtvnw.net/emoticons/v1/18/1.0
TheTarFu,111351,https://static-cdn.jtvnw.net/emoticons/v1/111351/1.0
TheThing,7427,https://static-cdn.jtvnw.net/emoticons/v1/7427/1.0
ThunBeast,1898,https://static-cdn.jtvnw.net/emoticons/v1/1898/1.0
TinyFace,111119,https://static-cdn.jtvnw.net/emoticons/v1/111119/1.0
TombRaid,864205,https://static-cdn.jtvnw.net/emoticons/v1/864205/1.0
TooSpicy,114846,https://static-cdn.jtvnw.net/emoticons/v1/114846/1.0
TransgenderPride,1064995,https://static-cdn.jtvnw.net/emoticons/v1/1064995/1.0
TriHard,120232,https://static-cdn.jtvnw.net/emoticons/v1/120232/1.0
TwitchLit,166263,https://static-cdn.jtvnw.net/emoticons/v1/166263/1.0
TwitchRPG,1220086,https://static-cdn.jtvnw.net/emoticons/v1/1220086/1.0
TwitchSings,300116344,https://static-cdn.jtvnw.net/emoticons/v1/300116344/1.0
TwitchUnity,196892,https://static-cdn.jtvnw.net/emoticons/v1/196892/1.0
TwitchVotes,479745,https://static-cdn.jtvnw.net/emoticons/v1/479745/1.0
UWot,134255,https://static-cdn.jtvnw.net/emoticons/v1/134255/1.0
UnSane,111792,https://static-cdn.jtvnw.net/emoticons/v1/111792/1.0
UncleNox,114856,https://static-cdn.jtvnw.net/emoticons/v1/114856/1.0
VirtualHug,301696583,https://static-cdn.jtvnw.net/emoticons/v1/301696583/1.0
VoHiYo,81274,https://static-cdn.jtvnw.net/emoticons/v1/81274/1.0
VoteNay,106294,https://static-cdn.jtvnw.net/emoticons/v1/106294/1.0
VoteYea,106293,https://static-cdn.jtvnw.net/emoticons/v1/106293/1.0
WTRuck,114847,https://static-cdn.jtvnw.net/emoticons/v1/114847/1.0
WholeWheat,1896,https://static-cdn.jtvnw.net/emoticons/v1/1896/1.0
WutFace,28087,https://static-cdn.jtvnw.net/emoticons/v1/28087/1.0
YouDontSay,134254,https://static-cdn.jtvnw.net/emoticons/v1/134254/1.0
YouWHY,4337,https://static-cdn.jtvnw.net/emoticons/v1/4337/1.0
bleedPurple,62835,https://static-cdn.jtvnw.net/emoticons/v1/62835/1.0
cmonBruh,84608,https://static-cdn.jtvnw.net/emoticons/v1/84608/1.0
copyThis,112288,https://static-cdn.jtvnw.net/emoticons/v1/112288/1.0
duDudu,62834,https://static-cdn.jtvnw.net/emoticons/v1/62834/1.0
imGlitch,112290,https://static-cdn.jtvnw.net/emoticons/v1/112290/1.0
mcaT,35063,https://static-cdn.jtvnw.net/emoticons/v1/35063/1.0
panicBasket,22998,https://static-cdn.jtvnw.net/emoticons/v1/22998/1.0
pastaThat,112289,https://static-cdn.jtvnw.net/emoticons/v1/112289/1.0
riPepperonis,62833,https://static-cdn.jtvnw.net/emoticons/v1/62833/1.0
twitchRaid,62836,https://static-cdn.jtvnw.net/emoticons/v1/62836/1.0
